"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"151","That's $28 million MORE than Jeff Bezos paid in income taxes in 2007 and 2011. Yes, it is time for billionaires to… https://t.co/ZeMexIEAgM",FALSE,11193,NA,2021-06-16 14:20:00,TRUE,NA,"1405168283767119882",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1362,FALSE,FALSE,NA,NA
"152","Warren Buffett wealth growth, 2014-2018: $24.3 BILLION
Warren Buffett tax rate, 2014-2018: 0.1%
Average working cla… https://t.co/BoUmLRNK1A",FALSE,24699,NA,2021-06-14 20:27:00,TRUE,NA,"1404535866685546496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",4414,FALSE,FALSE,NA,NA
"153","What a shock! With friends in high places, the very rich avoid paying their taxes. Who would have guessed? This is… https://t.co/wiwk3c1rzO",FALSE,13036,NA,2021-06-13 15:01:57,TRUE,NA,"1404091676868677640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1966,FALSE,FALSE,NA,NA
"154","400 richest Americans wealth in 1991: $288 billion

400 richest Americans wealth in 2021: $3.2 trillion

Tipped min… https://t.co/f9x7Vwadvy",FALSE,41743,NA,2021-06-12 18:20:22,TRUE,NA,"1403779224104628225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",8132,FALSE,FALSE,NA,NA
"155","When we stand together against the existential threat of climate change, we can create a future where preserving ou… https://t.co/l6CecCoXer",FALSE,5460,NA,2021-06-11 23:38:59,TRUE,NA,"1403497017171755009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",864,FALSE,FALSE,NA,NA
"156","We must take on the greed of the pharmaceutical industry, allow Medicare to negotiate drug prices, and save taxpaye… https://t.co/iCNyVc69op",FALSE,11536,NA,2021-06-11 18:48:09,TRUE,NA,"1403423828097785857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1722,FALSE,FALSE,NA,NA
"157","Well? https://t.co/HinacYv5Ps",FALSE,102837,NA,2021-06-11 01:15:00,FALSE,NA,"1403158792804519936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",8773,FALSE,FALSE,NA,NA
"158","Now there’s a radical idea! https://t.co/2FPCGbBtiA",FALSE,34180,NA,2021-06-10 21:54:36,FALSE,NA,"1403108361722339328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",3325,FALSE,FALSE,NA,NA
"159","Why should we be surprised that in a corrupt system, the very, very richest people in this country pay, in a given… https://t.co/BEckXNh2M4",FALSE,4220,NA,2021-06-09 23:51:00,TRUE,NA,"1402775265541967874",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",895,FALSE,FALSE,NA,NA
"160","I’m proud to endorse @mike4brooklyn and @disruptionary for City Council who will always put working people before t… https://t.co/CDLd28NVUH",FALSE,1855,"BernieSanders",2021-06-09 21:54:35,TRUE,"1402745966906724355","1402745971142975494","216776631","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",286,FALSE,FALSE,NA,NA
"161","I’m joining with @AOC and @nycDSA to endorse @Adolfo4Council, @tiffany_caban, @jaslinforqueens, @alexaforcouncil fo… https://t.co/5RRAiB1F7B",FALSE,3913,"BernieSanders",2021-06-09 21:54:34,TRUE,"1402745961848377352","1402745966906724355","216776631","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",556,FALSE,FALSE,NA,NA
"162","For Brooklyn Borough President, I’m proud to endorse @ReynosoBrooklyn who is a proven progressive champion fighting… https://t.co/nzqfKfTMkf",FALSE,1205,"BernieSanders",2021-06-09 21:54:33,TRUE,"1402745957654142979","1402745961848377352","216776631","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",165,FALSE,FALSE,NA,NA
"163","For Manhattan District Attorney, I’m proud to endorse @TahanieNYC who will lead the wave of progressive prosecutors… https://t.co/opBy1i7Gvg",FALSE,2227,"BernieSanders",2021-06-09 21:54:32,TRUE,"1402745953946382336","1402745957654142979","216776631","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",347,FALSE,FALSE,NA,NA
"164","For New York City Comptroller, I'm endorsing @bradlander because he will stand up to special interests and demand t… https://t.co/jA2H5WIRtY",FALSE,1291,"BernieSanders",2021-06-09 21:54:31,TRUE,"1402745950175739912","1402745953946382336","216776631","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",182,FALSE,FALSE,NA,NA
"165","For New York City Public Advocate, I'm proud to endorse @JumaaneWilliams who is a tireless fighter for working peop… https://t.co/xXzC5HJN7C",FALSE,1412,"BernieSanders",2021-06-09 21:54:30,TRUE,"1402745946363072512","1402745950175739912","216776631","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",171,FALSE,FALSE,NA,NA
"166","In just two weeks, New Yorkers have the chance to elect candidates who understand that working people are hurting a… https://t.co/APii5WGIml",FALSE,11126,NA,2021-06-09 21:54:30,TRUE,NA,"1402745946363072512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1142,FALSE,FALSE,NA,NA
"167","True tax rates of billionaires:
Warren Buffett: 0.10%
Jeff Bezos: 0.98%
Michael Bloomberg: 1.30%
Elon Musk: 3.27%… https://t.co/2wXX4timWI",FALSE,22589,NA,2021-06-08 19:15:18,TRUE,NA,"1402343496317652995",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",5736,FALSE,FALSE,NA,NA
"168","We cannot continue on endlessly negotiating with Republicans, particularly when they are completely unserious about… https://t.co/5Y0JKdah96",FALSE,4189,NA,2021-06-08 18:02:00,TRUE,NA,"1402325049286266880",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",785,FALSE,FALSE,NA,NA
"169","We cannot allow Republican governors and legislators to deny young people, people of color, and poor people the rig… https://t.co/EbS8qCGK4Z",FALSE,14634,NA,2021-06-08 02:16:00,TRUE,NA,"1402086980196859904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2144,FALSE,FALSE,NA,NA
"170","The clock is ticking. Every day that we delay bold action on climate change is one day closer for more droughts and… https://t.co/ya8SReQDoW",FALSE,17796,NA,2021-06-07 22:33:16,TRUE,NA,"1402030926662615047",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BernieSanders",2904,FALSE,FALSE,NA,NA
"171","In about a month's time, working class parents will start receiving direct monthly payments as part of the Child Ta… https://t.co/gOd5LxL9Yj",FALSE,13337,NA,2021-06-07 17:32:00,TRUE,NA,"1401955111287599106",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1870,FALSE,FALSE,NA,NA
"172","Here is a list of every single Republican who had the guts to vote in support of the American Rescue Plan:

There a… https://t.co/GDZXOSve7S",FALSE,30683,NA,2021-06-07 14:28:00,TRUE,NA,"1401908806154539013",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",5002,FALSE,FALSE,NA,NA
"173","Here's a radical idea: majority rule. Not a single Republican voted to provide a $1,400 direct payment to the worki… https://t.co/TqWpBtimuj",FALSE,33984,NA,2021-06-06 16:14:05,TRUE,NA,"1401573115893792784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",5094,FALSE,FALSE,NA,NA
"174","You know, let me give Mitch McConnell credit — he is being very honest in saying that ""100%"" of his focus is on sto… https://t.co/Ve6T5edqzG",FALSE,5413,NA,2021-06-05 00:29:00,TRUE,NA,"1400972889411645440",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",1044,FALSE,FALSE,NA,NA
"175","What stimulus checks meant for the American people: 
⬇️ financial instability fell by 43% 
⬇️ families' food shorta… https://t.co/XmmHOkWist",FALSE,9886,NA,2021-06-04 15:46:00,TRUE,NA,"1400841271963525120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1594,FALSE,FALSE,NA,NA
"176","Unfettered capitalism is CEO compensation skyrocketing by 940% since 1978 while the typical worker's pay has inched… https://t.co/aTOu1Epw3p",FALSE,14495,NA,2021-06-04 14:16:00,TRUE,NA,"1400818622759464960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2499,FALSE,FALSE,NA,NA
"177","Time is running out. This is no time to nibble around the edges. Now is the time to go big and to pass legislation… https://t.co/fu9FV0c5eJ",FALSE,4656,NA,2021-06-04 01:49:00,TRUE,NA,"1400630633823715331",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",801,FALSE,FALSE,NA,NA
"178","States where Republicans have introduced voter suppression bills:
AK
AL
AR
AZ
CA
CO
CT
FL
GA
HI
IA
ID
IL
IN
KS
KY
L… https://t.co/SgE6ziUP7Y",FALSE,47564,NA,2021-06-02 22:13:00,TRUE,NA,"1400213887782322176",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",10223,FALSE,FALSE,NA,NA
"179","For most Americans, there is a vast disconnect between the reality of their lives and what is talked about in Washi… https://t.co/7oRbOkoxdG",FALSE,10503,NA,2021-06-01 19:14:00,TRUE,NA,"1399806453137948675",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1410,FALSE,FALSE,NA,NA
"180","I have had the opportunity of visiting U.S. military cemeteries in North Africa and England. Row after row of grave… https://t.co/i3MfbvnbfH",FALSE,16297,NA,2021-05-31 17:08:46,TRUE,NA,"1399412552371683333",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1344,FALSE,FALSE,NA,NA
"181","Congratulations to Democrats in Texas for protecting democracy and the right to vote. Let's see if Democrats in the… https://t.co/XwMiISANWV",FALSE,22426,NA,2021-05-31 15:58:14,TRUE,NA,"1399394801519321096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",2884,FALSE,FALSE,NA,NA
"182","Poverty is not just doing without luxuries. It is a death sentence. At a time when income and wealth inequality is… https://t.co/8ixeXAQkHj",FALSE,24466,NA,2021-05-30 21:16:59,TRUE,NA,"1399112627637338113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",4307,FALSE,FALSE,NA,NA
"183","The American people want action, not never-ending ""negotiations"" and obstructionism, and they will not come out and… https://t.co/IgqlYRCNJ4",FALSE,18897,NA,2021-05-28 14:56:00,TRUE,NA,"1398291974042574850",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2593,FALSE,FALSE,NA,NA
"184","Democracy in America means one person, one vote.
It does not mean billionaires buying elections.
It does not mean s… https://t.co/whneULb89b",FALSE,14016,NA,2021-05-27 17:52:00,TRUE,NA,"1397973877821775872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2376,FALSE,FALSE,NA,NA
"185","Nearly half of all seniors over the age of 75 have hearing loss. Yet in America today, 75% of seniors who need hear… https://t.co/4e5pulYraT",FALSE,19177,NA,2021-05-27 15:39:00,TRUE,NA,"1397940407443415041",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2325,FALSE,FALSE,NA,NA
"186","Jeff Bezos is the richest guy on the planet. He's gotten $86 billion richer since the start of the COVID pandemic.… https://t.co/bmqrKkcWaZ",FALSE,159186,NA,2021-05-26 13:04:00,TRUE,NA,"1397539013020438532",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",22985,FALSE,FALSE,NA,NA
"187","I think most working class Americans understand that for the last 40 years, what the government has done is cater t… https://t.co/UvbLW0EM4i",FALSE,4367,NA,2021-05-25 14:15:00,TRUE,NA,"1397194493649203219",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",838,FALSE,FALSE,NA,NA
"188","When Mitch McConnell, the Senate Republican Leader, tells us his job is to oppose 100% of President Biden's agenda,… https://t.co/4h2Q5bqMSu",FALSE,43406,NA,2021-05-23 15:25:11,TRUE,NA,"1396487379440087045",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",7087,FALSE,FALSE,NA,NA
"189","We’ve recently seen disturbing antisemitic attacks and a troubling rise in Islamophobia. If you are committed to a… https://t.co/2vvuzEH085",FALSE,66205,NA,2021-05-22 01:06:30,TRUE,NA,"1395908895479054339",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",9657,FALSE,FALSE,NA,NA
"190","I hear my Republican colleagues going on about a 'labor shortage' in this country. Well, in Pennsylvania and elsewh… https://t.co/qLvk1KwvuD",FALSE,3906,NA,2021-05-21 16:32:00,TRUE,NA,"1395779418283520007",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",869,FALSE,FALSE,NA,NA
"191","Congratulations to the workers who fought courageously for this HUGE victory. Congress must follow Rhode Island’s l… https://t.co/WKlL0dTyq4",FALSE,13202,NA,2021-05-20 17:20:00,TRUE,NA,"1395429109925302272",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1662,FALSE,FALSE,NA,NA
"192","On issue after issue, Republicans are seeing that the American people overwhelmingly support a progressive agenda.… https://t.co/piYlWaI33C",FALSE,12511,NA,2021-05-20 16:44:00,TRUE,NA,"1395420050010501126",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1671,FALSE,FALSE,NA,NA
"193","If McDonald's can afford to pay its CEO over $10 million in compensation and spend billions on stock buybacks to aw… https://t.co/XW3bmUxs3X",FALSE,9876,NA,2021-05-19 14:58:00,TRUE,NA,"1395030986665209858",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",1852,FALSE,FALSE,NA,NA
"194","Healthcare is a human right, not a job benefit.  A major step forward toward Medicare for All is to negotiate presc… https://t.co/FWAg9bFfQD",FALSE,14937,NA,2021-05-15 19:33:38,TRUE,NA,"1393650800027652097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",2183,FALSE,FALSE,NA,NA
"195","The Republicans know they can't win fair elections. That's why, in dozens of states, they're suppressing the vote,… https://t.co/YidrMaFg3w",FALSE,15884,NA,2021-05-15 17:31:27,TRUE,NA,"1393620051673165829",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",2940,FALSE,FALSE,NA,NA
"196","Do you know of anyone who can live on $7.25 an hour? No, you don't, because it is a starvation wage. We've got to e… https://t.co/ReEWb8NKuh",FALSE,64197,NA,2021-05-14 14:52:00,TRUE,NA,"1393217537387728899",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",7263,FALSE,FALSE,NA,NA
"197","Unfettered capitalism is Jeff Bezos buying a $500 million, 416-foot super yacht with a helipad after working overti… https://t.co/YO8R7nOFNu",FALSE,35003,NA,2021-05-13 22:18:31,TRUE,NA,"1392967517912567811",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",6327,FALSE,FALSE,NA,NA
"198","Eid Mubarak to all our Muslim neighbors across the country and all over the world.",FALSE,60327,NA,2021-05-13 18:40:00,FALSE,NA,"1392912527252606976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",5263,FALSE,FALSE,NA,NA
"199","How are we going to pay to rebuild our nation's crumbling infrastructure? Republicans want to raise taxes on workin… https://t.co/uVjpulmJhN",FALSE,2607,NA,2021-05-13 15:54:00,TRUE,NA,"1392870752093827074",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",482,FALSE,FALSE,NA,NA
"200","McDonald’s is raising wages because thousands of courageous workers marched in the streets and demanded dignity on… https://t.co/TmJnCBbp5M",FALSE,10100,NA,2021-05-13 14:08:41,TRUE,NA,"1392844250518368256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1183,FALSE,FALSE,NA,NA
"201","At a time when we see so many of our nation's needs going unmet, we have got to ask ourselves: why are we spending… https://t.co/gJK61yQFrq",FALSE,22038,NA,2021-05-12 20:07:00,TRUE,NA,"1392572033855332357",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2856,FALSE,FALSE,NA,NA
"202","75% of seniors with hearing loss don't have a hearing aid because of the cost. 65% have no dental insurance and no… https://t.co/cEwpS4dwtQ",FALSE,6961,NA,2021-05-11 15:27:00,TRUE,NA,"1392139181527343104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1078,FALSE,FALSE,NA,NA
"203","The political debate in the U.S. now is not over the economy, healthcare, climate, racial justice, etc. The real is… https://t.co/qukdLODR6W",FALSE,21759,NA,2021-05-09 17:49:11,TRUE,NA,"1391450190419218438",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",4141,FALSE,FALSE,NA,NA
"204","I do not think we should allow ourselves to grow comfortable with the fact that 719 billionaires now own 4 times mo… https://t.co/09zIsOleax",FALSE,43768,NA,2021-05-08 16:52:09,TRUE,NA,"1391073448676536321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",6805,FALSE,FALSE,NA,NA
"205","If you're a billionaire in America today, you probably got a lot richer since the start of the pandemic. Meanwhile,… https://t.co/FqwVBXK4DF",FALSE,44837,NA,2021-05-07 13:47:30,TRUE,NA,"1390664589596057605",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",6336,FALSE,FALSE,NA,NA
"206","The goal of vaccines is to save lives and crush the pandemic, not increase drug company profits. I applaud the Pres… https://t.co/TcDtLOWXEH",FALSE,23608,NA,2021-05-06 22:15:39,TRUE,NA,"1390430085300334595",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",2602,FALSE,FALSE,NA,NA
"207","My message to the workers of this country is this: you do not have to work for starvation wages. You do not have to… https://t.co/mOYNUJcJ0q",FALSE,33522,NA,2021-05-06 14:15:00,TRUE,NA,"1390309123128954881",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",5463,FALSE,FALSE,NA,NA
"208","Mitch McConnell fights every day for the needs of the wealthy and powerful. I view the world a bit differently. I w… https://t.co/QE9CDEpk1K",FALSE,10175,NA,2021-05-05 16:05:00,TRUE,NA,"1389974417875382278",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",1869,FALSE,FALSE,NA,NA
"209","The debate now with the Republican Party is not over health care. It's not over education. It's not over climate. I… https://t.co/7ZWdlvmkGD",FALSE,3793,NA,2021-05-04 20:43:00,TRUE,NA,"1389681990689968130",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",771,FALSE,FALSE,NA,NA
"210","Larry Krasner’s grassroots campaign in 2017 for District Attorney of Philadelphia sparked a wave of progressive cri… https://t.co/tVkTQlxyTx",FALSE,2302,NA,2021-05-04 18:28:00,TRUE,NA,"1389648016722731010",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",380,FALSE,FALSE,NA,NA
"211","To say that dental care, hearing aids, and eyeglasses should be a part of Medicare makes all the sense in the world… https://t.co/NvWOfZy1PI",FALSE,6002,NA,2021-05-04 15:40:00,TRUE,NA,"1389605738142523395",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",917,FALSE,FALSE,NA,NA
"212","You know what? At a time of massive income and wealth inequality, maybe, just maybe, government should represent th… https://t.co/TRkUnFuSGq",FALSE,26376,NA,2021-05-03 21:50:05,TRUE,NA,"1389336487829905409",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",3255,FALSE,FALSE,NA,NA
"213","In Mitch McConnell’s world, if you are a multi-billionaire campaign contributor it's okay to receive a $1.4 billion… https://t.co/bXmeH61jFy",FALSE,89607,NA,2021-05-03 12:33:56,TRUE,NA,"1389196524521934849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",14734,FALSE,FALSE,NA,NA
"214","The difference in ideology between Senator McConnell and myself, between the Republican Party and the progressive m… https://t.co/tQTbLodZ8E",FALSE,4521,NA,2021-05-02 20:48:42,TRUE,NA,"1388958648559341569",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",766,FALSE,FALSE,NA,NA
"215","In my view, if Senator McConnell could use the reconciliation process to give tax breaks to billionaires, we can us… https://t.co/ozPPvrJVAj",FALSE,4887,NA,2021-05-02 20:40:29,TRUE,NA,"1388956580910092288",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",850,FALSE,FALSE,NA,NA
"216","The question that I think people should be asking is why is Mitch McConnell doing what he is doing?

The answer is… https://t.co/gDlS9Pu8qP",FALSE,1809,NA,2021-05-02 20:38:00,TRUE,NA,"1388955956546052101",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",326,FALSE,FALSE,NA,NA
"217","We are the only major country on earth not to guarantee health care for all. Mitch McConnell's 'solution' to that w… https://t.co/mjuUmPnjha",FALSE,1928,NA,2021-05-02 20:35:23,TRUE,NA,"1388955300137422850",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",326,FALSE,FALSE,NA,NA
"218","Let’s be clear: it’s not just the American Rescue Plan that Mitch McConnell opposed. He is leading the effort again… https://t.co/A7V9vgfo6c",FALSE,2142,NA,2021-05-02 20:17:06,TRUE,NA,"1388950697861947392",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",389,FALSE,FALSE,NA,NA
"219","I want the American people to remember this.
When they hear some Republican touting this or that part of the Americ… https://t.co/nq1hF9ZTpA",FALSE,2934,NA,2021-05-02 20:16:00,TRUE,NA,"1388950420047945729",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",532,FALSE,FALSE,NA,NA
"220","Mitch McConnell has been working overtime to represent the needs of the wealthy and the powerful and to undermine t… https://t.co/U1qqizZFVq",FALSE,1999,NA,2021-05-02 20:10:34,TRUE,NA,"1388949055720628225",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",328,FALSE,FALSE,NA,NA
"221","This has been the worst and most painful year in the modern history of our country. But not everyone has been hurti… https://t.co/EyE644CyVV",FALSE,1687,NA,2021-05-02 20:00:01,TRUE,NA,"1388946398276640775",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",305,FALSE,FALSE,NA,NA
"222","Our vision is that the government should represent ALL of the people, not just the 1%. The foundations of governmen… https://t.co/0U0hXd4otZ",FALSE,1786,NA,2021-05-02 19:52:06,TRUE,NA,"1388944407009841157",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",319,FALSE,FALSE,NA,NA
"223","I view the world a little bit differently than Mitch McConnell. I'm LIVE in Kentucky NOW laying out why we need a g… https://t.co/JStbVHIga6",FALSE,2139,NA,2021-05-02 19:43:25,TRUE,NA,"1388942222977077248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",322,FALSE,FALSE,NA,NA
"224","""We are rallying here because we want everybody to have health care. Nobody should have to ration their insulin lik… https://t.co/fYxOPuAsRq",FALSE,1575,NA,2021-05-02 19:39:31,TRUE,NA,"1388941238414548992",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",276,FALSE,FALSE,NA,NA
"225","""We don't face difficulty because we don't work hard enough, or because we don't pray enough. There's a system at p… https://t.co/1er3nFYjRw",FALSE,1387,NA,2021-05-02 19:37:12,TRUE,NA,"1388940658212315139",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",268,FALSE,FALSE,NA,NA
"226","""Corporate America has been waging an all out war on working people. Throughout this pandemic, these companies have… https://t.co/5anPL4pwct",FALSE,1258,NA,2021-05-02 19:31:07,TRUE,NA,"1388939125345202176",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",237,FALSE,FALSE,NA,NA
"227","""In so many ways, more and more people are recognizing that the wheels are coming off our country, and that the rid… https://t.co/lRXcckwEXs",FALSE,1167,NA,2021-05-02 19:24:52,TRUE,NA,"1388937554389504006",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",211,FALSE,FALSE,NA,NA
"228","""Many of us are just a paycheck away from a disaster. We soon learned that in this pandemic, it wasn't the CEOs tha… https://t.co/1ooKSOFl10",FALSE,2248,NA,2021-05-02 19:15:37,TRUE,NA,"1388935226185994245",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",408,FALSE,FALSE,NA,NA
"229","Sen. Mitch McConnell represents the needs of the wealthy and the powerful. I’m LIVE in Kentucky NOW to talk about a… https://t.co/cBhS0BPeN9",FALSE,3880,NA,2021-05-02 19:07:19,TRUE,NA,"1388933137367851010",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","BernieSanders",795,FALSE,FALSE,NA,NA
"230","A great debate is now taking place in this country about the future of America. I'm confident we are going to win t… https://t.co/L05Xf6mw92",FALSE,2203,"BernieSanders",2021-05-02 14:13:18,TRUE,"1388859142950035462","1388859144271286272","216776631","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",268,FALSE,FALSE,NA,NA
"231","We want to increase voter turnout and make it easier for people to vote. McConnell and his friends want to suppress… https://t.co/tyCeBV5m6p",FALSE,3292,"BernieSanders",2021-05-02 14:13:18,TRUE,"1388859141708451841","1388859142950035462","216776631","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",274,FALSE,FALSE,NA,NA
